student_id,age,gender,course,previous_semester_gpa,study_hours_per_day,attendance_percentage,sleep_hours_per_day,assignment_completion_rate,study_medium,exam_difficulty,social_media_hours_per_day,analytical_skill,communication_skill,technical_skill,leadership_skill,creativity_skill,final_exam_score,career_path
450,23,Female,BBA,6.46,2.1,72,5.2,average,online,moderate,4.4,average,outstanding,outstanding,good,outstanding,69.13,Business
451,23,Female,BCA,9.72,7.5,90,4.6,outstanding,self-study,moderate,4.0,outstanding,poor,poor,good,good,95.0,Research
452,21,Male,BA,6.17,7.7,89,7.6,outstanding,group-study,moderate,0.0,average,poor,outstanding,poor,average,95.0,Public Service
453,20,Female,BCA,9.43,2.5,79,5.9,average,group-study,hard,5.6,outstanding,good,poor,poor,average,88.58,Research
454,21,Male,BA,9.68,7.9,94,6.3,good,online,hard,3.0,outstanding,poor,outstanding,outstanding,good,95.0,Technology
455,23,Female,BA,8.36,6.8,73,5.1,outstanding,self-study,easy,4.0,good,poor,poor,outstanding,poor,95.0,Public Service
456,19,Male,BCom,6.5,1.0,74,6.3,poor,self-study,easy,7.7,outstanding,outstanding,average,outstanding,average,51.87,Business
457,23,Female,BSc,7.42,5.5,91,7.2,good,online,easy,2.4,outstanding,good,poor,poor,poor,95.0,Public Service
458,19,Female,BTech,7.21,7.6,100,7.2,good,self-study,easy,3.6,good,average,good,poor,poor,95.0,Technology
459,22,Female,BTech,8.79,8.5,98,6.9,outstanding,online,hard,2.7,average,outstanding,outstanding,good,good,95.0,Business
460,18,Female,BA,9.13,4.1,90,6.6,good,coaching,hard,3.7,average,outstanding,poor,outstanding,good,95.0,Business
461,21,Female,BCom,9.04,0.7,74,4.3,average,self-study,hard,3.9,average,average,good,poor,outstanding,77.33,Creative
462,21,Female,BCom,8.03,7.6,100,5.5,outstanding,self-study,easy,5.2,average,average,average,outstanding,good,95.0,Creative
463,20,Female,BA,8.68,9.0,77,7.3,good,coaching,moderate,2.7,average,poor,good,poor,good,95.0,Creative
464,23,Male,BSc,6.55,8.4,89,7.6,good,online,moderate,4.6,outstanding,average,poor,good,good,89.99,Creative
465,18,Male,BTech,5.89,4.5,90,4.2,good,group-study,hard,0.4,average,outstanding,average,outstanding,average,83.71,Business
466,21,Female,BCA,5.51,7.4,99,4.4,good,coaching,hard,2.6,good,average,outstanding,outstanding,good,87.33,Technology
467,21,Female,BBA,7.37,4.6,94,4.5,average,online,easy,6.3,outstanding,outstanding,good,poor,average,79.43,Technology
468,20,Female,BTech,7.66,0.9,71,4.4,poor,self-study,hard,6.8,average,poor,good,outstanding,good,61.61,Creative
469,20,Female,BA,8.17,6.5,72,8.5,outstanding,coaching,easy,1.7,poor,poor,poor,poor,average,95.0,Public Service
470,22,Female,BSc,8.12,7.0,54,4.4,outstanding,coaching,hard,1.7,good,poor,average,average,average,95.0,Public Service
471,18,Male,BCom,7.39,7.1,97,5.0,good,self-study,moderate,5.3,average,average,outstanding,outstanding,outstanding,93.45,Creative
472,19,Male,BA,8.88,2.3,70,6.3,poor,group-study,hard,0.7,good,good,good,outstanding,outstanding,82.79,Technology
473,24,Male,BCom,8.23,6.2,100,6.0,good,online,moderate,5.2,outstanding,good,outstanding,outstanding,outstanding,82.64,Technology
474,21,Female,BBA,6.04,9.2,88,4.4,good,online,hard,3.6,good,good,outstanding,poor,outstanding,91.19,Technology
475,22,Female,BSc,9.2,5.2,80,5.0,average,online,hard,2.0,poor,good,good,poor,average,95.0,Public Service
476,24,Female,BTech,8.12,3.8,73,7.0,good,online,easy,2.3,poor,poor,poor,outstanding,average,95.0,Public Service
477,22,Male,BCA,8.02,5.3,86,4.5,average,coaching,easy,5.5,good,good,good,average,poor,86.19,Technology
478,18,Male,BTech,7.33,4.8,77,7.9,good,group-study,moderate,4.4,average,average,average,poor,poor,91.69,Public Service
479,21,Female,BTech,5.91,2.1,89,8.0,average,group-study,moderate,2.8,poor,poor,outstanding,good,good,80.82,Creative
480,24,Female,BBA,7.36,6.5,76,7.2,outstanding,online,easy,5.3,good,poor,average,good,outstanding,88.0,Creative
481,23,Male,BCom,7.48,4.0,65,7.0,good,self-study,hard,4.9,outstanding,poor,good,good,poor,84.46,Technology
482,20,Female,BCA,5.41,7.8,90,8.2,outstanding,online,hard,5.0,outstanding,poor,outstanding,poor,poor,95.0,Technology
483,23,Male,BCom,7.58,5.7,81,6.4,average,group-study,moderate,0.5,average,good,average,average,outstanding,93.13,Creative
484,20,Male,BSc,8.15,8.7,96,8.3,outstanding,group-study,hard,0.4,average,poor,outstanding,poor,poor,95.0,Public Service
485,19,Male,BSc,8.84,9.6,93,5.7,good,coaching,moderate,4.1,outstanding,good,good,outstanding,outstanding,95.0,Technology
486,23,Female,BTech,8.23,2.0,82,5.3,average,self-study,moderate,6.6,good,average,poor,good,poor,76.23,Public Service
487,18,Female,BSc,6.42,5.7,71,8.8,good,online,easy,5.9,average,poor,poor,outstanding,average,83.46,Public Service
488,20,Male,BCA,6.11,3.1,75,7.1,good,self-study,hard,5.0,average,outstanding,poor,average,poor,75.13,Public Service
489,20,Female,BCA,6.77,3.7,68,8.5,average,online,easy,5.0,poor,good,poor,poor,outstanding,78.84,Creative
490,18,Male,BA,6.1,2.6,72,8.7,average,group-study,easy,6.6,outstanding,outstanding,good,poor,outstanding,67.4,Technology
491,24,Female,BCom,7.2,0.8,68,7.2,poor,online,moderate,5.9,poor,poor,average,good,average,62.17,Public Service
492,23,Male,BA,8.37,7.3,79,8.5,outstanding,group-study,easy,0.0,average,good,good,average,poor,95.0,Public Service
493,22,Male,BBA,7.79,1.6,76,4.1,average,group-study,hard,6.8,good,good,outstanding,outstanding,poor,66.48,Technology
494,24,Male,BCA,8.92,8.4,86,6.8,good,coaching,easy,2.7,average,good,poor,good,outstanding,95.0,Business
495,22,Male,BBA,5.76,8.3,90,7.6,outstanding,self-study,easy,1.1,outstanding,outstanding,good,good,poor,95.0,Technology
496,24,Male,BSc,9.62,1.9,71,7.7,poor,online,easy,6.8,outstanding,outstanding,outstanding,outstanding,good,86.37,Technology
497,23,Female,BCom,6.63,8.1,90,4.2,good,coaching,hard,4.3,average,average,poor,outstanding,good,91.87,Creative
498,19,Male,BCom,6.21,7.9,87,4.1,outstanding,group-study,hard,2.0,good,average,outstanding,poor,outstanding,86.58,Technology
499,19,Male,BTech,5.63,1.9,82,5.2,average,online,moderate,1.8,poor,outstanding,poor,poor,poor,68.29,Public Service
500,21,Male,BCA,7.08,5.2,78,5.2,average,coaching,easy,5.9,outstanding,average,average,average,good,74.92,Creative
501,23,Female,BBA,6.98,3.8,75,7.1,average,group-study,moderate,4.1,poor,good,good,average,outstanding,79.37,Creative
502,19,Male,BCom,7.71,2.1,67,5.3,average,coaching,hard,1.0,good,poor,good,poor,outstanding,81.66,Technology
503,23,Male,BTech,6.47,1.0,85,4.8,poor,coaching,moderate,6.1,poor,outstanding,average,average,outstanding,57.62,Creative
504,23,Male,BTech,6.26,8.7,77,6.3,outstanding,self-study,hard,4.9,good,poor,good,poor,good,95.0,Technology
505,24,Male,BBA,8.26,3.1,69,5.3,good,group-study,easy,3.6,average,poor,outstanding,average,good,85.94,Creative
506,21,Male,BCom,5.58,7.9,77,5.6,outstanding,self-study,hard,0.2,outstanding,average,outstanding,outstanding,average,95.0,Technology
507,24,Male,BCom,7.66,5.4,83,4.8,good,online,easy,2.7,average,average,outstanding,outstanding,good,95.0,Creative
508,24,Female,BBA,7.6,5.0,79,7.0,average,coaching,easy,3.4,poor,good,average,average,good,87.93,Creative
509,20,Male,BCom,6.05,6.7,80,8.2,good,group-study,moderate,2.0,average,good,average,poor,outstanding,84.98,Creative
510,23,Female,BCA,5.4,1.3,65,8.2,poor,self-study,moderate,3.5,average,good,outstanding,outstanding,average,54.67,Business
511,20,Female,BCA,5.94,9.6,92,5.0,outstanding,online,hard,3.1,poor,average,good,poor,good,95.0,Creative
512,23,Female,BA,6.9,8.8,77,5.8,outstanding,self-study,easy,0.0,outstanding,outstanding,average,outstanding,good,95.0,Business
513,20,Male,BA,7.89,9.3,91,4.8,outstanding,online,moderate,0.1,poor,good,good,poor,poor,95.0,Public Service
514,22,Female,BA,8.96,4.3,71,8.3,good,self-study,hard,1.4,outstanding,poor,poor,poor,poor,95.0,Research
515,20,Male,BTech,5.4,7.0,74,5.0,outstanding,group-study,moderate,1.8,outstanding,poor,outstanding,outstanding,good,92.31,Technology
516,23,Male,BBA,9.79,3.2,65,4.6,average,self-study,moderate,3.1,average,good,average,poor,good,94.37,Creative
517,23,Male,BCom,7.06,5.8,86,6.5,average,coaching,easy,1.7,outstanding,outstanding,average,outstanding,poor,92.75,Business
518,23,Male,BBA,8.59,3.1,85,7.1,good,coaching,moderate,5.4,poor,outstanding,poor,outstanding,outstanding,95.0,Business
519,22,Female,BCom,8.83,1.9,79,6.1,poor,online,hard,0.3,poor,good,average,average,good,84.26,Creative
520,19,Male,BSc,5.1,2.8,63,4.8,poor,self-study,moderate,4.6,good,good,poor,good,good,43.6,Business
521,23,Female,BBA,6.44,4.3,77,6.5,good,self-study,easy,3.7,good,outstanding,outstanding,outstanding,outstanding,81.91,Technology
522,19,Female,BCA,8.3,0.7,66,6.6,poor,group-study,hard,3.4,outstanding,average,outstanding,outstanding,good,70.89,Technology
523,21,Female,BCom,8.64,1.7,92,7.7,poor,self-study,easy,2.7,poor,good,good,good,good,82.1,Business
524,18,Female,BCom,7.09,8.4,71,8.9,outstanding,coaching,easy,0.5,average,good,good,poor,good,95.0,Creative
525,21,Female,BA,8.78,0.5,71,5.4,average,group-study,moderate,3.4,average,average,good,average,poor,79.69,Public Service
526,23,Female,BA,8.21,9.8,76,9.0,good,self-study,hard,0.9,average,outstanding,average,good,poor,95.0,Business
527,22,Female,BTech,8.49,9.0,77,7.3,outstanding,group-study,moderate,5.1,outstanding,average,outstanding,outstanding,outstanding,95.0,Technology
528,23,Female,BCom,6.44,3.7,96,7.7,average,coaching,easy,0.0,good,poor,average,good,average,89.94,Public Service
529,24,Female,BTech,7.72,4.6,89,4.3,average,coaching,hard,0.0,average,good,outstanding,poor,poor,82.75,Public Service
530,18,Male,BBA,9.63,8.3,90,6.5,good,coaching,easy,2.7,average,average,average,average,average,95.0,Public Service
531,23,Female,BTech,8.92,7.2,84,5.3,good,coaching,moderate,4.0,outstanding,outstanding,poor,poor,good,95.0,Research
532,21,Male,BCA,5.18,9.3,93,8.3,outstanding,online,easy,2.8,outstanding,outstanding,poor,good,good,94.56,Business
533,23,Male,BBA,7.29,9.6,100,5.3,good,online,easy,3.7,outstanding,good,poor,poor,poor,95.0,Public Service
534,19,Male,BBA,6.56,2.9,79,7.6,poor,online,hard,3.5,poor,outstanding,poor,average,good,67.87,Creative
535,20,Female,BSc,7.62,7.3,84,5.3,outstanding,online,easy,0.0,good,outstanding,average,good,good,95.0,Business
536,23,Female,BTech,8.33,1.9,76,7.9,poor,online,moderate,0.7,poor,average,outstanding,average,outstanding,86.64,Creative
537,24,Female,BCom,8.84,1.5,83,7.9,poor,group-study,hard,1.3,poor,good,average,poor,average,85.93,Public Service
538,18,Female,BSc,6.1,9.9,84,7.8,good,coaching,moderate,0.0,outstanding,poor,average,average,outstanding,95.0,Creative
539,23,Male,BSc,8.03,3.8,70,6.7,good,self-study,moderate,2.3,average,poor,good,good,good,95.0,Creative
540,19,Female,BTech,7.29,6.7,90,8.5,outstanding,coaching,easy,1.4,poor,poor,average,outstanding,poor,95.0,Public Service
541,19,Male,BSc,5.94,8.0,81,4.4,good,coaching,moderate,4.9,poor,average,good,good,poor,86.45,Public Service
542,19,Male,BCA,6.63,7.6,97,5.4,outstanding,online,hard,5.2,good,good,average,poor,poor,95.0,Public Service
543,23,Male,BA,8.43,8.8,80,6.8,outstanding,coaching,easy,1.6,good,average,average,good,poor,95.0,Public Service
544,21,Female,BA,8.82,8.0,100,6.5,outstanding,group-study,easy,4.5,good,outstanding,good,outstanding,poor,95.0,Technology
545,24,Female,BTech,7.05,0.5,71,6.7,poor,online,moderate,7.4,poor,poor,outstanding,good,good,52.18,Creative
546,20,Female,BSc,6.93,0.8,75,4.3,average,coaching,easy,2.7,poor,outstanding,average,poor,outstanding,62.7,Creative
547,24,Female,BCom,6.59,2.5,66,4.6,average,coaching,hard,6.8,good,good,poor,poor,average,62.19,Public Service
548,20,Male,BTech,6.9,2.1,66,4.9,poor,online,hard,1.3,poor,outstanding,outstanding,good,average,72.44,Business
549,21,Female,BSc,7.27,5.5,83,8.5,good,self-study,hard,1.3,poor,good,outstanding,average,poor,95.0,Public Service
550,23,Female,BBA,8.31,2.9,72,7.4,average,online,moderate,2.6,outstanding,average,good,average,good,85.25,Technology
551,20,Female,BA,6.94,3.2,62,7.1,good,online,moderate,6.8,poor,good,average,good,outstanding,75.17,Business
552,21,Female,BCA,5.88,6.1,87,4.0,outstanding,coaching,easy,1.7,average,good,poor,poor,outstanding,92.45,Creative
553,24,Female,BTech,9.24,5.1,89,5.9,average,self-study,moderate,4.1,outstanding,average,poor,good,good,95.0,Research
554,23,Female,BTech,9.6,8.8,61,4.1,good,online,moderate,1.8,average,average,outstanding,outstanding,average,95.0,Public Service
555,23,Male,BTech,8.28,9.2,86,5.8,outstanding,coaching,easy,4.9,good,good,poor,average,good,95.0,Creative
556,18,Female,BTech,8.04,1.0,96,4.6,poor,coaching,moderate,3.5,average,poor,poor,good,poor,69.41,Public Service
557,19,Male,BCA,6.13,1.4,67,6.2,poor,self-study,easy,1.5,poor,good,average,average,average,66.26,Public Service
558,24,Male,BA,6.64,1.5,96,6.0,average,self-study,moderate,1.6,good,poor,good,poor,poor,84.75,Technology
559,20,Female,BA,7.89,2.2,72,5.3,average,coaching,moderate,6.8,outstanding,good,poor,poor,average,52.05,Public Service
560,21,Male,BCA,9.66,2.6,84,4.9,poor,online,moderate,3.0,good,good,average,poor,average,81.07,Public Service
561,22,Female,BCA,5.86,7.0,85,8.2,outstanding,self-study,easy,0.0,good,poor,good,poor,average,95.0,Technology
562,18,Male,BCA,6.78,5.6,81,5.8,average,self-study,moderate,0.0,average,poor,average,poor,good,79.0,Creative
563,24,Female,BA,6.67,3.0,81,4.4,average,self-study,hard,6.8,good,good,outstanding,outstanding,outstanding,67.1,Technology
564,23,Female,BTech,6.63,5.7,74,6.8,average,group-study,easy,0.0,poor,good,average,poor,average,76.62,Public Service
565,24,Male,BCom,9.46,2.7,92,6.2,poor,group-study,moderate,2.5,average,outstanding,poor,outstanding,average,88.28,Business
566,23,Female,BSc,7.48,6.8,76,4.2,good,coaching,hard,2.5,good,outstanding,poor,outstanding,poor,94.41,Business
567,22,Male,BA,7.83,5.8,82,4.3,average,coaching,moderate,0.5,poor,outstanding,good,outstanding,poor,95.0,Business
568,24,Male,BTech,8.82,3.1,82,6.2,good,group-study,easy,0.6,poor,poor,average,poor,good,95.0,Creative
569,24,Male,BA,7.22,5.4,76,6.3,average,coaching,hard,1.7,outstanding,poor,poor,outstanding,good,89.48,Creative
570,23,Male,BCA,6.1,9.2,68,5.5,outstanding,coaching,easy,0.0,outstanding,poor,outstanding,poor,average,95.0,Technology
571,18,Male,BSc,5.04,6.9,95,4.6,good,online,moderate,3.9,good,good,outstanding,average,good,80.21,Technology
572,21,Male,BCA,9.78,4.3,65,8.5,average,self-study,moderate,2.5,average,outstanding,outstanding,outstanding,good,95.0,Business
573,20,Male,BSc,8.81,4.1,100,8.5,good,online,easy,4.6,outstanding,outstanding,poor,outstanding,good,95.0,Business
574,19,Male,BBA,9.32,1.8,92,4.6,poor,self-study,hard,4.3,average,poor,outstanding,poor,poor,77.99,Public Service
575,21,Male,BCA,9.38,6.7,82,5.5,good,self-study,easy,2.9,average,poor,outstanding,outstanding,outstanding,95.0,Creative
576,22,Female,BTech,9.04,4.3,93,7.9,average,online,easy,0.0,average,outstanding,good,outstanding,outstanding,95.0,Business
577,21,Male,BTech,5.32,8.3,75,8.6,outstanding,online,hard,2.4,good,poor,good,outstanding,average,95.0,Technology
578,24,Female,BSc,8.09,8.3,85,5.8,good,online,hard,2.9,average,poor,average,outstanding,good,95.0,Creative
579,21,Male,BBA,8.75,7.4,100,6.3,good,group-study,hard,2.7,outstanding,poor,outstanding,good,good,95.0,Technology
580,18,Female,BCA,5.05,6.6,85,8.2,good,self-study,hard,1.3,good,good,poor,good,poor,87.09,Business
581,21,Female,BCA,9.15,3.5,60,8.2,average,coaching,hard,4.0,average,poor,outstanding,outstanding,average,88.86,Public Service
582,23,Female,BSc,5.43,5.4,75,6.2,average,self-study,moderate,3.4,average,outstanding,poor,average,poor,74.32,Public Service
583,24,Male,BCA,5.27,7.9,78,5.5,good,online,hard,0.0,average,outstanding,average,good,outstanding,92.06,Business
584,20,Male,BTech,5.04,4.1,76,5.4,good,online,easy,4.8,good,outstanding,average,outstanding,outstanding,61.32,Business
585,19,Male,BCom,8.5,4.2,78,5.7,good,self-study,easy,1.5,poor,good,outstanding,good,outstanding,95.0,Business
586,21,Male,BCA,6.68,8.2,100,7.1,good,self-study,hard,0.0,outstanding,outstanding,average,poor,good,95.0,Creative
587,22,Male,BBA,5.42,2.1,73,8.8,poor,self-study,hard,5.2,poor,poor,good,poor,average,48.57,Public Service
588,20,Female,BSc,7.66,4.8,89,8.3,good,coaching,easy,1.6,outstanding,poor,good,good,outstanding,95.0,Technology
589,24,Female,BCA,9.44,8.3,80,4.9,outstanding,self-study,moderate,5.3,poor,average,average,outstanding,good,95.0,Creative
590,22,Male,BTech,8.57,6.0,75,4.7,good,coaching,hard,0.0,good,poor,poor,average,good,95.0,Creative
591,20,Male,BTech,8.25,9.9,77,6.5,good,coaching,easy,4.0,poor,good,average,good,outstanding,95.0,Business
592,20,Male,BTech,5.3,0.6,67,7.5,poor,self-study,easy,7.5,good,poor,average,poor,poor,46.83,Public Service
593,18,Female,BTech,7.65,1.8,60,6.7,poor,coaching,moderate,6.2,outstanding,average,outstanding,outstanding,outstanding,70.51,Technology
594,20,Female,BCom,8.75,9.0,100,7.5,good,online,easy,1.9,outstanding,good,poor,outstanding,outstanding,95.0,Business
595,18,Male,BA,6.53,4.4,74,7.8,good,self-study,hard,6.4,outstanding,average,good,poor,average,73.11,Technology
596,22,Female,BBA,5.37,8.5,97,8.1,outstanding,online,easy,4.5,outstanding,good,good,outstanding,outstanding,95.0,Technology
597,24,Male,BCom,5.89,8.7,89,8.3,good,coaching,hard,0.0,good,average,outstanding,good,outstanding,95.0,Technology
598,23,Female,BSc,6.75,6.4,85,7.0,good,self-study,hard,5.9,outstanding,outstanding,good,good,poor,91.08,Technology
599,21,Female,BBA,6.22,8.6,99,4.2,outstanding,online,moderate,5.2,poor,average,average,good,outstanding,95.0,Creative
600,22,Male,BBA,6.57,4.9,85,6.4,good,self-study,hard,3.7,poor,average,good,average,good,87.37,Creative
601,23,Male,BCom,6.5,3.7,72,8.7,good,coaching,easy,3.6,poor,outstanding,average,average,good,83.95,Creative
602,22,Male,BA,6.68,2.8,42,4.9,poor,self-study,hard,1.7,poor,poor,good,outstanding,average,64.81,Public Service
603,22,Male,BTech,6.27,2.0,71,8.0,average,online,hard,4.0,poor,poor,average,good,outstanding,82.08,Creative
604,18,Female,BSc,7.91,1.7,89,8.1,poor,online,hard,0.0,poor,average,good,average,good,91.81,Creative
605,24,Male,BCom,9.41,3.5,67,6.0,average,coaching,moderate,3.7,good,average,poor,good,good,92.68,Creative
606,18,Male,BTech,7.6,5.6,87,5.4,average,coaching,easy,5.9,outstanding,good,poor,good,poor,81.73,Business
607,23,Female,BCom,7.54,3.5,71,8.6,good,self-study,moderate,6.2,good,outstanding,good,poor,good,93.18,Technology
608,21,Male,BSc,5.35,5.0,68,6.0,good,group-study,easy,4.4,average,average,average,good,poor,73.1,Public Service
609,24,Male,BCA,8.68,5.9,98,5.0,good,online,moderate,0.0,poor,poor,poor,average,outstanding,95.0,Creative
610,22,Male,BTech,6.36,1.3,69,7.4,average,group-study,moderate,6.1,outstanding,good,outstanding,poor,poor,62.77,Technology
611,22,Male,BBA,8.68,7.1,81,5.1,outstanding,coaching,moderate,4.2,average,outstanding,outstanding,good,average,95.0,Business
612,23,Female,BSc,7.82,4.4,81,7.1,average,group-study,easy,3.7,outstanding,outstanding,outstanding,outstanding,poor,84.15,Technology
613,21,Female,BSc,5.52,4.6,78,7.2,average,coaching,moderate,0.0,good,poor,outstanding,outstanding,good,81.14,Technology
614,19,Female,BSc,6.93,9.8,94,6.1,good,coaching,moderate,1.2,outstanding,poor,poor,outstanding,average,95.0,Public Service
615,21,Female,BCA,6.06,9.8,73,4.2,outstanding,coaching,moderate,0.0,good,good,average,average,average,95.0,Public Service
616,18,Female,BCom,7.48,9.1,100,8.4,outstanding,coaching,easy,0.0,poor,outstanding,average,outstanding,outstanding,95.0,Business
617,24,Female,BBA,9.39,8.3,71,7.5,good,self-study,hard,5.3,outstanding,good,good,good,good,95.0,Technology
618,20,Male,BCom,5.98,4.9,75,4.5,average,self-study,hard,5.1,average,good,good,average,average,69.95,Public Service
619,24,Male,BTech,6.56,1.0,77,6.7,poor,self-study,easy,2.2,outstanding,good,average,good,average,74.6,Business
620,19,Female,BTech,7.68,7.9,73,5.7,outstanding,group-study,hard,2.5,average,poor,good,poor,poor,95.0,Public Service
621,24,Female,BBA,6.22,9.9,97,8.5,good,group-study,moderate,1.4,average,poor,outstanding,good,average,95.0,Public Service
622,20,Male,BTech,9.02,2.9,83,5.0,average,online,easy,5.7,outstanding,good,outstanding,good,average,84.71,Technology
623,22,Female,BCA,8.69,3.4,72,5.4,good,coaching,hard,3.8,good,average,good,poor,average,83.09,Technology
624,21,Male,BBA,6.04,1.9,59,7.4,poor,self-study,easy,0.0,good,poor,outstanding,average,poor,69.84,Technology
625,21,Male,BCA,8.15,3.5,89,5.2,average,coaching,hard,2.2,outstanding,poor,poor,poor,poor,86.93,Research
626,21,Female,BBA,5.83,5.8,82,4.7,good,group-study,hard,4.3,outstanding,good,poor,poor,average,74.81,Public Service
627,23,Male,BCom,8.53,9.9,85,5.2,good,group-study,easy,0.0,poor,outstanding,average,poor,outstanding,95.0,Creative
628,19,Female,BBA,7.25,8.4,69,8.5,good,group-study,moderate,0.8,average,good,poor,average,poor,95.0,Public Service
629,22,Male,BBA,9.78,7.2,77,5.7,good,online,moderate,5.8,good,outstanding,poor,outstanding,good,95.0,Business
630,18,Female,BA,5.91,6.2,92,8.8,good,group-study,hard,0.6,good,outstanding,poor,average,poor,95.0,Public Service
631,24,Male,BCA,9.45,3.2,78,5.4,good,self-study,moderate,0.0,good,good,poor,poor,good,95.0,Creative
632,21,Male,BBA,9.22,2.1,83,5.5,poor,online,moderate,1.7,outstanding,poor,poor,poor,outstanding,85.51,Research
633,21,Male,BCA,6.96,3.9,86,4.6,good,self-study,hard,3.7,outstanding,outstanding,good,poor,average,84.78,Technology
634,22,Female,BA,8.46,10.0,100,4.9,good,online,easy,0.0,outstanding,poor,outstanding,good,good,95.0,Technology
635,22,Female,BTech,8.32,7.0,82,8.1,good,online,easy,0.0,poor,good,outstanding,outstanding,good,95.0,Business
636,21,Male,BCom,8.79,9.4,74,8.0,good,online,hard,1.8,good,outstanding,good,average,average,95.0,Technology
637,23,Female,BCom,9.06,4.1,96,5.2,average,online,moderate,5.8,poor,good,poor,outstanding,outstanding,90.79,Business
638,21,Male,BTech,7.53,2.1,68,6.9,average,group-study,easy,0.0,good,outstanding,poor,poor,good,78.54,Creative
639,24,Male,BSc,6.28,9.5,87,5.9,good,group-study,moderate,2.2,poor,poor,poor,good,good,95.0,Creative
640,22,Male,BCom,6.91,5.8,72,6.9,good,group-study,hard,0.0,poor,outstanding,good,outstanding,poor,95.0,Business
641,18,Female,BTech,6.98,9.9,76,5.4,good,online,hard,0.6,outstanding,outstanding,poor,outstanding,good,95.0,Business
642,19,Female,BCom,6.41,9.8,94,6.3,good,online,hard,0.0,outstanding,poor,poor,good,good,95.0,Creative
643,22,Female,BCA,5.61,2.0,70,6.7,poor,online,hard,1.2,outstanding,outstanding,good,poor,average,68.29,Technology
644,19,Female,BTech,9.59,4.4,92,7.6,average,online,easy,0.2,good,good,good,good,average,95.0,Technology
645,18,Male,BCA,7.96,0.7,54,5.1,poor,group-study,easy,0.5,average,average,outstanding,good,good,62.39,Creative
646,23,Female,BBA,8.82,8.0,83,4.3,good,self-study,moderate,2.9,poor,average,outstanding,average,outstanding,95.0,Creative
647,22,Female,BCA,9.55,7.6,95,4.9,outstanding,coaching,hard,2.1,outstanding,outstanding,average,average,good,95.0,Research
648,24,Female,BA,8.24,9.3,80,4.3,outstanding,self-study,easy,4.0,average,average,outstanding,average,good,95.0,Creative
649,23,Male,BSc,8.67,7.2,84,7.0,outstanding,self-study,moderate,0.0,good,poor,outstanding,outstanding,outstanding,95.0,Technology
650,20,Female,BTech,6.1,0.7,76,8.8,average,self-study,moderate,6.9,outstanding,average,average,good,good,65.92,Creative
651,22,Male,BA,9.6,8.9,75,6.5,outstanding,online,easy,4.6,average,poor,average,poor,poor,95.0,Public Service
652,19,Male,BTech,5.15,1.9,71,5.4,poor,group-study,easy,6.5,average,poor,average,average,average,40.62,Public Service
653,18,Female,BSc,8.28,2.4,65,5.0,poor,group-study,easy,4.7,good,outstanding,outstanding,good,outstanding,81.01,Technology
654,22,Male,BCom,5.42,1.1,64,8.3,average,group-study,easy,7.3,average,good,average,poor,good,56.56,Creative
655,22,Female,BSc,5.82,1.8,87,5.4,poor,coaching,moderate,4.1,poor,outstanding,outstanding,average,good,64.17,Creative
656,19,Female,BCA,7.67,8.5,96,5.5,good,group-study,hard,2.6,poor,poor,average,outstanding,good,95.0,Creative
657,24,Male,BCom,8.84,8.0,86,6.0,outstanding,coaching,moderate,0.0,average,poor,outstanding,average,outstanding,95.0,Creative
658,21,Female,BTech,5.63,1.3,73,8.3,poor,group-study,easy,5.6,average,average,average,average,good,54.83,Creative
659,22,Male,BSc,7.74,2.2,90,6.3,poor,coaching,hard,3.7,good,average,outstanding,poor,good,72.76,Technology
660,23,Male,BA,7.95,2.5,72,6.5,average,online,hard,6.6,average,outstanding,good,outstanding,poor,67.05,Business
661,22,Male,BCA,9.12,4.8,100,6.7,average,self-study,hard,6.0,average,good,poor,average,average,87.28,Public Service
662,23,Female,BA,7.85,8.4,83,5.1,outstanding,group-study,moderate,4.7,outstanding,poor,outstanding,poor,good,95.0,Technology
663,21,Male,BCom,8.29,6.7,67,4.2,outstanding,self-study,moderate,5.0,average,poor,poor,average,outstanding,95.0,Creative
664,23,Female,BCA,6.66,8.4,97,7.4,good,coaching,hard,4.3,average,poor,good,average,good,95.0,Creative
665,24,Female,BA,9.66,1.7,84,5.8,average,online,easy,6.0,good,good,average,average,outstanding,72.54,Creative
666,21,Female,BBA,5.19,0.9,62,9.0,average,self-study,hard,4.1,average,outstanding,poor,good,poor,72.18,Business
667,22,Female,BBA,7.89,7.6,70,4.4,good,group-study,easy,4.9,outstanding,poor,good,average,outstanding,86.43,Technology
668,19,Female,BBA,5.49,2.2,68,7.1,average,group-study,hard,3.4,good,outstanding,poor,poor,poor,71.64,Public Service
669,21,Female,BA,8.93,2.3,62,9.0,poor,online,easy,4.6,good,average,average,average,poor,81.32,Public Service
670,24,Male,BSc,6.58,5.6,77,6.0,good,self-study,hard,0.0,poor,poor,outstanding,average,average,90.63,Public Service
671,20,Male,BCA,6.4,2.1,77,5.6,poor,coaching,moderate,0.0,poor,good,poor,poor,average,76.56,Public Service
672,20,Female,BA,6.25,3.9,81,4.4,good,coaching,moderate,0.3,poor,good,average,good,good,70.84,Business
673,21,Male,BCA,6.19,2.0,63,4.3,poor,self-study,easy,3.6,average,average,outstanding,poor,outstanding,51.18,Creative
674,23,Female,BSc,7.65,8.4,86,8.5,outstanding,self-study,easy,0.0,poor,good,average,good,average,95.0,Business
